340062103,1089223819,-2147483648
-1007386859,-1622240301,-2147483648
250452303,990640017,-2147483648
-235634545,-1993334583,-2147483648
-599220250,643741391,-2147483648
-29732238,-1537029592,-2001171740
-936642601,-146159050,-2147483648
-1822612170,1874337938,-2147483648
1530543804,-1783928218,-2147483648
1271734312,-1770886522,-2147483648
528577726,1304977767,-2147483648
-2139820661,994031309,-2147483648
-1222050071,419623363,-2147483648
-2010346444,-2022474086,-2147483648
1054451562,-855345087,-2147483648
1556698800,-297087517,-2147483648
1089095766,-1603379698,-2147483648
-1118665053,-703976797,-2147483648
-919412773,935084632,-2147483648
1975821933,1492276021,-2147483648
808226261,530458643,-2147483648
-596801452,550907029,-2147483648
-1296697478,1483484637,-2147483648
-199678913,49671026,-2147483648
-2111013592,-562419894,-2147483648
-1542479235,-1806858626,-2147483648
-1637495159,-1398983620,-2147483648
1456186251,150998609,-2147483648
2032006420,-553391795,561642119
285529365,426234265,-2147483648
53762987,1195711122,-2147483648
604557006,-1250148183,-2147483648
234281357,292925799,-2147483648
-1461865727,1431249104,-2147483648
764245501,-1025247649,-2147483648
-1231658831,-179039115,-2147483648
1970889427,-1920253477,-2147483648
66010971,867190694,-1193089349
-282505857,1706325832,-2147483648
-1594654112,-1047518616,-2147483648
1033482529,-1810605807,-2147483648
-694941116,804317989,-2147483648
-1689673793,-932170580,-2147483648
-1257446750,838389151,-2147483648
-2139820661,-1856002635,-1025166677
-2139820661,-1474800758,-578378029
-15613295,2100614229,-2147483648
1863986577,-470870954,1556423087
-783371209,683141616,-2147483648
-2102220160,1590709541,-2147483648
426011706,1440507872,-2147483648
821648297,-98054811,-2147483648
-1946824432,-78891374,-2147483648
-1680719779,-831367716,-2147483648
1848192163,632757259,-2147483648
-109192486,89190,-2147483648
910000264,1787440965,-2147483648
1967000182,1032712201,-2147483648
632583068,1416994628,-2147483648
1544388212,1691888563,-2147483648
138362776,770980687,-2147483648
1553085156,1498667901,-2147483648
1992834430,249444687,-2147483648
709318950,-888076754,-2147483648
633413887,1307648854,-2147483648
489845342,1080338919,-2147483648
279760833,-193889361,-2147483648
-1235643706,-737145680,-268701227
654495305,1014713460,-2147483648
-539982033,1024886959,-1868364934
-539982033,942255939,-2147483648
-1506494792,1184745631,-2147483648
-645779448,1557370040,-2147483648
-384848827,-1392501808,-2147483648
-1887041806,1123482545,-2147483648
-652601053,1933713685,-2147483648
-112267083,-1891502493,-2147483648
1881970905,354172646,-2147483648
15009572,-1942963736,-2147483648
1161157983,1148885401,-2147483648
-1305687588,229027809,-2147483648
204458600,-538760793,-2147483648
1942310820,715514602,-2147483648
1341156235,9456994,-2147483648
1608174228,679440321,-2147483648
-1886666730,2016302656,-2147483648
162454246,-403949642,-2147483648
-633652617,1547265126,-2147483648
-1339623426,-834497113,-2147483648
937696672,-1744186998,-2147483648
-276046404,219729558,-2147483648
1206798645,1792201902,-2147483648
1782278366,-1613596467,-2147483648
-1896587527,-1622232209,-2147483648
1538488972,1787702637,-2147483648
1129362961,-805124076,-2147483648
1154569008,-953792892,-2147483648
-79901750,-1273679482,-2147483648
-2067992074,-1973131798,-2147483648
394374784,7673736,-2147483648
1544388212,1565271214,-2147483648
1368641114,1807681955,-2147483648
180467414,-1822275567,-2147483648
528577726,-980098833,-2147483648
-1949179307,1253425638,-1057217568
-303944446,-531029559,-2147483648
-155652057,-1487389437,-2147483648
2354055,1298345668,-2147483648
-588208923,1773621995,-2147483648
-1071751919,-1038691725,-2147483648
141160637,-663066798,-2147483648
-61262750,1519950386,1931764059
1175165466,-1227346124,-2147483648
1175165466,337081481,-986579482
-1514372615,540853546,-2147483648
-134576574,1652064070,-2147483648
-940384004,-160966839,-2147483648
-162039648,1126269738,-2147483648
1433602316,-1933742631,-2147483648
