51579,52579,-15782,-2147483648,-2147483648
53676,54676,-42369,-2147483648,-2147483648
53677,54677,96165,2224,49
53682,54682,31964,-2147483648,11871
56017,56189,-28420,4209,49
56018,61018,24129,3209,-22416
56019,61019,60748,-2147483648,-2147483648
56022,61022,87961,5026,-43974
56025,61025,87669,-2147483648,-77735
56029,61029,-17293,2051,-2147483648
56186,61186,53244,2202,-21108
56188,61188,96165,2202,-43324
56189,61189,-35917,-2147483648,-25926
56392,61392,-17246,3209,50
56427,61427,25091,-2147483648,-28645
56515,61515,-50633,-2147483648,55819
56517,61517,-47539,-2147483648,11317
22745,23745,-95991,-2147483648,-39843
22753,23292,76976,-2147483648,-2147483648
22754,23144,14641,-2147483648,-2147483648
22757,23043,-22302,-2147483648,-15299
22762,22984,-13052,-2147483648,-2147483648
22765,23161,53244,-2147483648,-84742
22777,22993,-79219,1425,12322
22781,23781,81375,2084,-94441
22786,23786,92855,-2147483648,56094
22789,23144,69648,-2147483648,-2147483648
22791,23578,51969,-2147483648,50
22793,22994,90770,-2147483648,-91609
22839,23839,-30152,-2147483648,-2147483648
22896,23896,16502,-2147483648,21062
22947,23947,-42369,1429,-36308
22951,23781,-42369,4209,-2147483648
22955,23092,86009,-2147483648,-2147483648
22957,22973,3695,-2147483648,-8322
22972,23972,63486,3019,-2147483648
22973,23973,23123,2224,-18787
22975,23975,-26471,-2147483648,90537
22976,23077,-94821,-2147483648,-2147483648
22979,23979,35328,-2147483648,-4068
22983,23983,-60556,1100,-55358
22984,23088,53244,-2147483648,52
22987,23540,35276,-2147483648,-89081
22991,23242,60624,-2147483648,50
22993,23391,746,1427,-41032
22994,23994,-74384,-2147483648,-2147483648
23041,23477,-73643,4019,9602
23043,24043,40725,-2147483648,-68581
23047,23281,14689,-2147483648,81735
23054,24054,-40800,1300,-2147483648
23059,24059,-26725,-2147483648,52711
23060,23161,51634,-2147483648,-67698
23063,23167,-66253,-2147483648,49
23067,23468,-19483,-2147483648,-16514
23069,24069,-44814,-2147483648,25645
23070,24070,66084,-2147483648,-2147483648
23072,23656,-73031,-2147483648,-56970
23073,23088,-35917,-2147483648,-2147483648
23077,23281,50791,2202,-39239
23079,23147,51687,3019,-80670
23083,24083,15945,1100,-35674
23088,24088,53244,-2147483648,98
23092,24092,51405,-2147483648,-2147483648
23093,24093,-35917,-2147483648,15606
23098,23347,-40007,-2147483648,51
23140,24140,-52913,-2147483648,-37351
23141,23152,91851,-2147483648,80993
23144,23385,-48832,1100,-2147483648
23145,24145,81456,-2147483648,76755
23146,23167,22456,-2147483648,85599
23147,23645,66338,-2147483648,1074
23149,24149,-17302,3019,-4105
23152,23483,31501,-2147483648,-43974
23157,23257,2201,6082,-17129
23161,23468,57470,-2147483648,-97701
23164,23168,-22971,-2147483648,-2147483648
23166,24166,96165,-2147483648,9126
23167,23378,-66919,5026,-41371
23168,24168,28201,-2147483648,-22757
23175,23988,15027,-2147483648,49
23180,24180,27649,6011,48616
23183,24183,-58505,-2147483648,9305
23185,23260,-13571,3209,-17395
23189,23191,53244,-2147483648,-2147483648
23191,23283,51969,2202,92123
23195,24195,10434,-2147483648,961
23242,23455,-96987,-2147483648,49
23248,24155,18304,1425,50
23252,23261,96165,-2147483648,77301
23257,24257,-42369,-2147483648,49
23260,24260,-30003,-2147483648,-41525
23261,23468,-23329,-2147483648,50
23262,23684,-44155,6011,-51389
23263,24263,-15049,-2147483648,-2147483648
23267,23945,60757,-2147483648,-96867
23270,23478,61548,-2147483648,89348
23272,24272,-81793,-2147483648,-2147483648
23277,24277,-15049,5082,-25479
23281,23483,-44939,-2147483648,9585
23283,23444,32729,2204,-56879
23288,23353,97167,4209,-55596
23292,24292,5514,-2147483648,-10187
23297,24297,-71498,-2147483648,1044
23339,24339,49445,-2147483648,62985
23341,24341,-86959,6011,-11093
23342,23546,27252,6011,51
23345,23578,-84452,-2147483648,49
23347,23760,74517,6011,-2147483648
23348,24348,-70015,1429,-54812
23353,23546,-57105,-2147483648,-52117
23354,24354,-37090,-2147483648,61403
23369,24369,-78993,-2147483648,45129
23378,23477,-13655,-2147483648,81629
23385,24385,63151,-2147483648,-76275
23390,23583,-42369,-2147483648,-2147483648
23391,23494,52120,-2147483648,-97639
23439,23478,74118,-2147483648,-69685
23444,24444,83466,-2147483648,-2147483648
23454,23539,23586,-2147483648,43709
23455,23549,25091,-2147483648,56991
23460,23539,-5190,1412,-74343
23462,24084,-15049,-2147483648,-40326
23468,24468,60167,1431,50
23474,24474,-95620,-2147483648,-53258
23477,24477,97940,-2147483648,35577
23478,24265,-30816,6011,-67079
23480,23545,15702,-2147483648,76029
23483,23758,-19769,6082,37053
23488,24488,-90691,-2147483648,-19347
23494,24494,-57979,-2147483648,51
23497,24497,15027,-2147483648,17061
23539,24539,-88301,2202,12946
23540,23743,-34475,-2147483648,-2147483648
23545,24545,63404,-2147483648,-75705
23546,23550,-54872,-2147483648,66688
23549,23550,-95377,-2147483648,-2147483648
23550,23651,-45762,6011,93824
23553,23867,-40800,-2147483648,-39239
23555,24555,-11391,-2147483648,-17116
23565,24565,45403,6049,-2147483648
23577,24577,-42212,-2147483648,28506
23578,24250,-20997,-2147483648,49
23581,24581,36104,-2147483648,-45864
23582,24582,-15049,-2147483648,42547
23583,24583,-40800,-2147483648,49551
23585,24585,-88975,-2147483648,79584
23586,24150,15027,2224,5498
23589,24589,29855,6011,-91404
23639,24639,56320,-2147483648,26038
23642,24642,46518,1429,-8260
23645,24645,8279,-2147483648,68570
23649,23749,78509,-2147483648,-97540
23651,24651,-17644,1412,-44270
23656,24656,-58349,-2147483648,-2147483648
23658,24590,-15049,-2147483648,-13026
23661,23752,60748,-2147483648,-64638
23662,23679,52278,-2147483648,54970
23664,23692,-97075,2202,-2987
23669,24669,-42369,2202,-80466
23671,23692,15027,-2147483648,2333
23673,24590,64796,-2147483648,-2147483648
23675,24675,18292,3209,-2147483648
23679,23774,63151,-2147483648,-31354
23684,23753,-15049,-2147483648,80491
23688,24688,-31198,-2147483648,3794
23690,24690,38748,-2147483648,40233
23691,23896,33550,-2147483648,58461
23692,23975,30630,-2147483648,-31897
23695,23764,66704,-2147483648,-80278
23697,23759,-94846,-2147483648,-2147483648
23743,23978,-43960,-2147483648,53719
23748,23764,-97110,-2147483648,72799
23749,24749,-15049,-2147483648,51
23751,23853,68097,-2147483648,39302
23752,23753,-8578,-2147483648,50
23753,24684,60748,6011,-39980
23754,24754,46071,-2147483648,50
23756,23855,96165,4019,-409
23757,23772,-49790,-2147483648,-2147483648
23758,23764,61700,-2147483648,51
23759,24068,-24128,-2147483648,-2147483648
23760,23861,-42369,-2147483648,22883
23764,24182,96165,-2147483648,-71757
23765,23867,82090,1100,-2147483648
23766,24766,-42369,2051,52
23767,23786,-38268,-2147483648,-2147483648
23772,23777,-92598,1412,-57157
23774,23867,-15049,6011,-97258
23777,24777,-32095,-2147483648,-22576
23778,24778,63332,1100,-33351
23779,23880,-27876,-2147483648,50
23781,24781,-42169,-2147483648,-12016
23784,24784,-42369,-2147483648,-2147483648
23786,24786,-67876,-2147483648,4316
23792,23893,50616,-2147483648,-9697
23795,24039,15027,-2147483648,98
23841,24666,-26220,1431,58805
23842,23942,-37231,6011,-66330
23848,24848,-95866,-2147483648,-2147483648
23851,24851,17177,-2147483648,88789
23853,23960,-42369,-2147483648,91593
23855,24080,-68489,1433,-66354
23861,24861,-61365,-2147483648,-96809
23863,24059,97864,1429,-41371
23865,23970,-88439,6011,44582
23867,24867,-2783,3019,46661
23871,23972,-97788,-2147483648,51
23874,24061,14158,1412,-2147483648
23876,23969,-92155,-2147483648,-75245
23878,24878,77570,-2147483648,40666
23880,23988,-98309,-2147483648,-38568
23882,24146,15027,-2147483648,72248
23884,24884,96165,2202,-89817
23887,24887,-18489,-2147483648,-2147483648
23892,23978,-13626,3019,7372
23893,23896,15027,-2147483648,54149
23894,24894,-54951,2202,92702
23895,24788,55832,5062,-68258
23896,23949,48767,-2147483648,-79639
23897,24155,-12429,-2147483648,-55625
23898,24054,85980,1300,64192
23942,24458,-90136,-2147483648,98
23944,23980,-39344,-2147483648,49
23945,24660,-32633,-2147483648,-2147483648
23946,24946,57598,4051,-2147483648
23948,24948,23848,-2147483648,-52888
23949,24949,1305,-2147483648,81726
23960,23967,-539,2204,49
23967,24067,-86583,-2147483648,-80869
23969,24966,9178,-2147483648,13619
23970,24182,53244,6011,49
23971,24971,40740,-2147483648,-2147483648
23972,24972,-42369,-2147483648,61798
23975,24375,74925,-2147483648,-16299
23976,24976,65393,-2147483648,21554
23978,24087,-87096,-2147483648,-97258
23980,24980,-22588,-2147483648,-61768
23981,24084,18304,-2147483648,-2147483648
23986,24540,71472,-2147483648,-2147483648
23987,24652,25398,-2147483648,-19490
23988,24192,66539,6082,49
23990,24192,-42369,-2147483648,-2147483648
23993,24375,-42369,-2147483648,32289
23995,24995,-44341,2051,33131
23996,24454,78646,5224,-3725
24039,24454,53030,-2147483648,47941
24044,25044,9727,1429,-2147483648
24048,24146,53244,-2147483648,49
24051,25051,-32965,-2147483648,-2147483648
24053,25053,-5237,-2147483648,-6974
24054,24365,-91196,-2147483648,49
24056,25056,-26471,-2147483648,50
24059,24067,25398,-2147483648,-2147483648
24061,25061,77594,1422,17777
24067,24069,-62961,-2147483648,17956
24068,24281,-15121,-2147483648,41874
24069,25069,-67063,-2147483648,87852
24071,25071,96417,1427,-20703
24073,24080,-28886,-2147483648,-47679
24080,25080,73422,-2147483648,19476
24084,24265,-42957,6011,52
24086,25086,-51084,-2147483648,59909
24087,24367,27474,-2147483648,-2147483648
24090,24191,-24334,-2147483648,-26642
24093,25093,-91933,-2147483648,5166
24094,24883,25091,-2147483648,43815
24096,24259,-42369,-2147483648,-2916
24098,24141,94192,6011,-70055
24141,24242,51922,-2147483648,-1398
24142,25142,-81671,1429,-2147483648
24145,25145,86658,1429,961
24146,24150,56306,-2147483648,3597
24147,25147,-6589,6082,49
24150,25150,-42369,-2147483648,-82949
24155,25155,-25905,1433,66688
24158,24296,1002,6011,-72230
24163,24167,-43103,-2147483648,92630
24165,25165,61528,-2147483648,49
24167,24182,-11889,2202,63888
24174,24973,-72476,-2147483648,36131
24178,25178,-22388,-2147483648,-23096
24182,25182,-46286,-2147483648,-27679
24189,24190,-2050,-2147483648,55276
24190,24454,-89969,-2147483648,15582
24191,25191,-42973,6011,-2147483648
24192,24195,27764,6082,47712
24195,24648,-89746,-2147483648,-2147483648
24241,25241,14395,4209,-96952
24242,24246,27949,-2147483648,25639
24244,24444,-18331,-2147483648,-2147483648
24245,25245,-8785,1300,-2147483648
24246,24559,-42369,-2147483648,54904
24250,24292,85972,5026,-51600
24252,24287,-8979,2202,-86230
24254,24276,84625,-2147483648,-2147483648
24256,25256,72132,6011,49
24259,24470,54475,-2147483648,64085
24261,25261,37377,1425,61079
24265,24276,80552,-2147483648,36732
24270,25270,72758,-2147483648,-24093
24276,24369,45915,6011,30353
24281,24595,1506,6011,-75998
24284,24748,-98319,6011,3109
24287,24584,40923,6082,-2147483648
24288,25288,-67712,-2147483648,-23619
24290,24391,94920,-2147483648,-37351
24292,24641,-42369,2051,-39715
24296,24987,68097,6011,-2147483648
24354,25155,70797,6011,50
24365,25365,10645,2224,-2147483648
24367,24963,95291,-2147483648,23817
24369,25369,-40800,-2147483648,83989
24375,25375,-52359,-2147483648,-2147483648
24378,25378,-27995,-2147483648,61139
24379,24596,-97550,2204,53
24383,25383,10953,1427,-20600
24384,24443,14028,-2147483648,13873
24389,24890,90030,-2147483648,-2147483648
24391,25391,15027,-2147483648,31354
24441,24854,96165,-2147483648,-2147483648
24443,24445,3062,-2147483648,22020
24444,25444,-19384,-2147483648,-2147483648
24445,25445,92871,4209,-2147483648
24451,25451,-69673,-2147483648,-73193
24454,25197,13000,1412,-2147483648
24456,24895,-15049,-2147483648,-2147483648
24458,25458,-42369,-2147483648,-7461
24459,25459,-75158,-2147483648,-38224
24464,24659,46543,4019,6345
24465,25465,94006,3019,52
24470,24586,85006,1429,-2147483648
24471,25471,-42369,1429,-2147483648
24472,24482,-40800,-2147483648,-91903
24477,25477,25398,1100,40835
24480,24960,96165,-2147483648,-2147483648
24482,24565,-83405,-2147483648,37053
24486,25486,-33088,-2147483648,-31792
24487,24986,-40800,-2147483648,-26641
24488,24498,15027,1100,80749
24493,25493,87252,6011,-40123
24496,24598,-91374,6082,40485
24498,25498,95291,-2147483648,12230
24540,24593,3968,-2147483648,-30329
24546,24568,-73241,-2147483648,-2147483648
24559,24660,-62961,-2147483648,-2147483648
24560,24940,-49346,-2147483648,-52888
24561,24674,93202,-2147483648,-24640
24562,25562,87288,-2147483648,57
24563,25563,-68703,-2147483648,96643
24565,25381,-46808,-2147483648,83989
24568,25568,94171,-2147483648,-44451
24584,24663,88348,-2147483648,68487
24586,25586,15027,-2147483648,-19651
24588,24659,-55749,2204,12316
24590,25175,51408,-2147483648,-38201
24592,25592,-51122,-2147483648,-25479
24593,24694,-97407,4209,39650
24595,25052,-40800,-2147483648,-9109
24596,25596,-21075,-2147483648,5130
24598,24641,53244,-2147483648,45200
24641,24845,47770,-2147483648,-2147483648
24643,25553,69700,-2147483648,-2147483648
24645,25645,-15184,-2147483648,-95339
24646,25646,-30152,-2147483648,-68321
24648,24859,-58042,6082,-81512
24649,25187,88843,-2147483648,-2147483648
24652,25061,-76238,-2147483648,-23239
24653,24660,92807,-2147483648,-2147483648
24657,24662,78773,-2147483648,66127
24659,24754,21577,-2147483648,-2147483648
24660,24663,25942,6011,-4105
24662,25662,-17053,1429,-2916
24663,25663,-15049,-2147483648,9661
24666,25666,-29496,-2147483648,-2147483648
24667,25194,-45977,6011,22883
24674,25674,-65211,-2147483648,-2147483648
24677,24942,37973,-2147483648,-67708
24684,25684,53244,1100,-2147483648
24685,25283,92270,-2147483648,3210
24686,25686,67194,-2147483648,-22491
24687,25687,-59375,-2147483648,61139
24690,25690,53063,-2147483648,84648
24691,25691,46514,-2147483648,-2147483648
24693,25151,-6866,-2147483648,31322
24694,24866,-42369,6011,-20600
24695,25695,96165,-2147483648,-25853
24739,25552,-539,-2147483648,40043
24741,25368,-93022,-2147483648,-2147483648
24746,25746,21646,1412,42143
24747,25747,-89749,-2147483648,-2147483648
24748,25192,-51293,-2147483648,-37894
24749,25749,80523,-2147483648,82409
24754,24997,79651,-2147483648,-40823
24756,24978,-42369,-2147483648,49
24758,24772,97431,-2147483648,10186
24761,25761,21075,-2147483648,42827
24763,25077,-15049,-2147483648,-84223
24766,24977,-27890,-2147483648,52
24768,25768,-40800,6011,-91254
24772,24885,-52104,-2147483648,-2147483648
24774,24984,-11905,-2147483648,-71205
24775,24785,27525,3019,-55596
24780,24785,-89746,2204,49
24781,25781,60748,-2147483648,-86476
24783,25783,-47129,-2147483648,-41738
24785,25389,37710,-2147483648,-33463
24788,25356,54671,-2147483648,34399
24791,25791,29855,-2147483648,40485
24794,25794,-90691,-2147483648,12645
24795,25373,94935,-2147483648,-65244
24797,25797,-22696,-2147483648,80926
24839,25839,-15049,1100,-23400
24845,25845,15027,-2147483648,49
24846,24888,-92714,5026,31475
24850,25645,61359,3209,27220
24851,25851,-3132,3059,49
24853,25853,95291,-2147483648,49
24854,25065,-15167,-2147483648,-4576
24855,25855,64485,-2147483648,-2147483648
24859,24960,-42369,6082,-2147483648
24865,24881,-42369,-2147483648,-69858
24866,25866,96165,-2147483648,-53258
24869,25869,-41532,-2147483648,-22954
24871,25871,22572,-2147483648,-2147483648
24873,24894,-39544,-2147483648,17637
24880,25552,53244,5026,-24150
24881,24885,-7361,2202,9694
24882,24895,-17235,-2147483648,54475
24883,25883,91660,-2147483648,73473
24884,25884,13493,-2147483648,-2147483648
24885,25339,-10225,-2147483648,48313
24886,25886,93730,-2147483648,13508
24888,25092,-15049,2204,-67650
24890,24997,97867,-2147483648,-2147483648
24891,25051,-58314,-2147483648,49
24894,24947,-18023,-2147483648,-72128
24895,25466,34832,-2147483648,94998
24897,25897,-24008,-2147483648,-38619
24940,25562,15027,-2147483648,90877
24941,25783,20752,-2147483648,14795
24942,25192,7067,4019,-26526
24943,25943,-35917,4209,52211
24944,25547,-61365,1100,50049
24947,24977,3903,-2147483648,51
24949,25949,79800,2202,97014
24954,25954,46171,-2147483648,-29656
24957,25957,-85425,-2147483648,51
24960,24995,-12358,-2147483648,-15610
24961,25961,15027,-2147483648,63155
24963,25389,-85214,-2147483648,34705
24965,25965,-43483,-2147483648,67307
24966,25640,2637,-2147483648,76370
24968,25968,75674,-2147483648,-2147483648
24971,25394,64454,-2147483648,39415
24972,25080,96165,6011,-61766
24973,25178,-27890,6011,-86722
24976,25140,13383,-2147483648,-75170
24977,25977,61662,6011,-2147483648
24978,25978,83725,-2147483648,-15544
24984,25193,35375,5026,-2147483648
24985,25985,3062,2084,-2147483648
24986,25056,-81864,1425,80498
24987,25439,-42369,-2147483648,97283
24990,25990,-40800,-2147483648,-1177
24991,25561,-36776,1100,79179
24995,25339,-36776,5026,48410
24997,25997,-56831,1429,-2147483648
24998,25998,86473,1300,-45020
25040,30040,26321,4019,27530
25042,30042,72911,-2147483648,-62386
25045,25074,38555,3019,40721
25046,30046,-40800,-2147483648,60202
25051,30051,-69130,-2147483648,19578
25052,30052,30435,1412,11130
25054,25158,53244,-2147483648,-2147483648
25056,30056,66530,2084,50
25057,30057,38555,3209,-2147483648
25059,30059,-42957,-2147483648,-57247
25060,25282,15027,6011,-71757
25061,25072,53244,-2147483648,43203
25065,25271,-15228,-2147483648,-2147483648
25071,30071,29239,-2147483648,96255
25072,30072,23174,-2147483648,-97222
25074,30074,-64375,3019,97448
25075,25159,15027,2051,77348
25076,30076,-42369,-2147483648,-2147483648
25077,30077,-52356,-2147483648,-24150
25080,30080,-69350,-2147483648,-16299
25081,30081,61106,-2147483648,-21108
25082,30082,68456,1100,-14978
25083,25247,-21743,3209,95821
25084,25148,21738,-2147483648,6037
25087,30087,-78274,2084,49
25090,25098,-97927,1100,59930
25092,25855,-17976,-2147483648,-2147483648
25094,25198,93217,-2147483648,49
25096,25196,-11827,-2147483648,-70117
25098,30098,31537,1100,61793
25140,25143,-19428,-2147483648,-35108
25143,30143,58295,1431,-15565
25144,25253,60748,-2147483648,84819
25145,25247,-5989,-2147483648,-94957
25148,30148,97552,-2147483648,88220
25149,25271,36960,3059,-2147483648
25151,25289,-85377,1429,-75552
25152,25661,56499,-2147483648,-2147483648
25154,25155,66338,-2147483648,45204
25155,30155,-86350,-2147483648,46661
25156,25188,34687,-2147483648,-2147483648
25157,30157,15027,-2147483648,14029
25158,30158,-75158,-2147483648,-92567
25159,30159,-32186,-2147483648,24038
25161,30161,91871,-2147483648,93053
25162,25168,-81229,-2147483648,-54144
25164,25178,-42369,-2147483648,-36308
25165,25192,-70113,-2147483648,-2147483648
25168,30168,20756,1431,-24801
25170,25270,79240,-2147483648,3794
25171,25482,-55659,-2147483648,72799
25172,30172,-61680,-2147483648,91378
25174,30174,-31085,2084,-74303
25175,30175,38419,6011,21062
25176,25240,83641,-2147483648,-35477
25178,30178,-97004,1429,-91010
25179,25257,36185,6011,-29759
