169978069,13677,68994,2
886559536,52650,37337,
2129860193,95880,59882,
2014539308,12860,61215,
-1404078314,13883,44908,
-173432361,2046,53655,
-316616076,99620,83941,
1002996159,10727,78153,
-171158564,18593,97957,4
1721518667,92360,4443,1
539243438,98071,56971,
-2031181596,49895,62997,
1233582713,58315,31933,
-49399282,51376,23312,
-1342430001,4730,31025,
-428827082,64919,17279,
1502990647,85811,92159,
-1719767966,56518,31378,
-1946558188,82472,48255,
-165018152,73524,52394,
-595136757,43385,58697,
-46548038,48823,32217,
-2114415126,96634,23977,
-1939728253,71314,88573,
1426161932,24061,20971,
114957930,86203,65172,
-1203831664,32823,65654,
608854898,5289,13306,
-1254090354,14517,82800,
-1395304977,44601,53959,5
862577565,30718,11895,
-450580588,3530,59396,
-1602375550,28928,11111,3
-159403792,16291,44804,
-2126860213,94520,61686,
-1420193980,70106,8718,
380235998,31379,81609,3
-514722501,9991,24744,
857372965,57761,24633,7
731305731,96435,21180,
-1531849768,60750,39181,
-2052124766,70224,12302,4
-628910701,71300,20839,
1835776436,30790,79309,
-966223141,80210,29405,
2064815476,88311,18815,
-51961044,51934,83930,
-1339341239,72295,46755,
-1960780408,2223,7305,
-1874222271,92726,26674,
552337715,76365,49710,
-304187604,81291,82611,1
495827761,5940,79103,
-1099577154,35981,12021,
1840394292,28869,96607,
-801569064,93630,37669,
1027648190,895,20373,
382311917,40182,17683,
-1344089691,4743,34852,
-1643212640,31087,83114,
2067868433,26827,48506,
78951805,92916,67986,
-559465520,60272,19094,
-1753429907,9032,50225,
1232382158,31043,63383,6
1748151999,71406,78428,
-41844162,5937,15830,
846989425,9913,77361,
-316907964,27698,63701,
802642787,12389,59158,
1266156392,54588,18012,6
1406163864,98507,88979,
-1257506380,17827,84225,
237340443,82366,64604,
1842289882,93406,89435,4
-1279287829,59058,92241,
1569749583,1149,98160,
-680306892,33964,78444,
-1978870324,55711,50608,
-52174127,56880,58752,
-1255005344,89655,85995,
-898181641,61476,23607,1
-2132203288,89192,94274,
1414036378,60233,6800,
160745253,10721,22438,
403318620,85235,18877,
915551214,98026,31959,
-2066957757,57434,50917,
304652355,33533,36422,
-1917291996,591,7900,
1321580336,40821,95932,
758860275,16976,3058,
2077334274,95505,19787,3
847170030,5732,5206,
318618387,9402,63923,6
404300911,10237,45354,
1089357216,31442,40155,
1172639800,77761,67671,
-727376341,90409,44153,2
-779337274,27780,52834,
-1465254946,45313,87072,
924195419,43160,50889,
601752835,69733,26502,
702896170,24977,46696,
-2146447958,96690,10077,
-934448087,29078,56134,
-309942407,74939,48041,
-1099853578,93350,40013,
1396061692,54670,20097,
2022384272,49342,93107,
1547531087,52691,75288,
-1146691926,49892,97653,
1428347975,89653,43331,
-1615675498,51745,65603,
1167518304,36850,57142,1
-582609893,35304,61866,
1477523507,209,11511,
-942752041,51014,25427,
-1789108767,29265,61398,
-585609466,12276,44182,
-726615080,39322,16474,
485922350,40960,90702,
466101770,25901,69158,1
1743726263,22035,19616,
1683257138,85287,83143,
1743006460,65931,47524,1
-658221307,29880,50658,
1979539881,31053,29739,
-1091046149,42774,68116,
1797298918,5846,21065,
-1827506302,50869,15290,
1745223071,55728,3181,
188011402,27847,75963,
-724978138,53175,36631,
906533926,22668,33873,2
1722376952,29099,74085,
1402446815,19919,89807,
-1880199539,14424,69466,
-1001607230,2461,86126,
-1987765579,93363,49404,
-653857288,86713,94156,
-1746357729,73483,51388,
-319173948,38889,83693,
-907241378,61710,22724,
-537891279,57399,31747,
129196451,92354,1482,
-42454634,17662,33384,
-2101033670,57840,46399,
-374905462,83902,43011,
1185618374,83914,47798,
541778052,49189,64441,
-1878037254,45500,56261,
904157005,40753,32598,
138813252,84507,9273,5
-1364807446,3354,95234,2
-1834172423,35688,72986,
-216516144,58112,51912,
-745474095,63220,13837,
420210158,8283,10242,
-1729672342,62521,19106,
-2133889125,40723,59303,4
-1121118007,26908,7857,
-1682744592,31011,70739,1
-1975468260,49221,59110,
-336998856,13876,79715,
1886261062,99635,67490,
-742650280,33519,89261,
703600194,13955,85665,
869453879,83252,79755,
-957515075,68298,52413,
-935444942,80907,84627,
1016864995,85608,42113,5
-506783204,50953,60862,
-2010939037,68186,86753,
-1159286709,85933,18712,
-2064061867,29141,57209,
1613935636,11687,81046,
-674582367,23406,93956,
-1632185158,1948,23420,
-1028341321,82702,43238,
2138213702,67145,68093,
513370652,3936,15133,
-1923632382,63715,28690,
1919774673,73798,55992,
1612518775,65673,55506,
-1150287348,13751,43823,
1522065077,75253,55988,
-111706242,38553,28701,
-2061042378,95689,21634,
-1127452055,70249,941,
-1127351088,94020,7833,
-1837114252,75883,98904,
-1620277009,726,53755,
761093652,89919,74093,
-764538856,23633,59824,
690943678,86748,75081,
303993828,25471,44139,6
-382915297,99060,21661,
587829201,9210,39622,
-1909878529,30535,47084,
-1313289300,80416,11674,
-899789774,7402,84936,
-184658879,30805,69395,
-1439105401,43234,35131,
655786118,17362,10383,
-880860032,68059,80476,
-1460980972,73516,84074,
-1288174701,30104,63872,
-1061790317,3852,68192,
2095255177,45664,77608,
1403425703,45168,2750,7
-1924708808,83551,77301,
1350799197,69059,80405,
823665693,71670,66938,
-1480815826,75732,59018,
-712420368,20756,5619,
-249202074,72080,46927,
-192122465,78994,3430,4
-236131921,95129,1398,
-148352415,63378,46989,
244713809,36511,28970,3
40004330,67925,91751,
897021788,68867,40191,
-1287078733,35243,51636,
-588908851,74919,3866,
320331918,78000,64993,
171835566,19067,90286,
-331557898,3871,71469,
-1205919741,68528,10941,
-555876170,13527,95611,
420478259,4858,4538,
-554831033,53943,32419,
1030378557,29101,48525,
-860653085,13201,9307,2
-10281656,62483,34288,2
-191050100,20054,42968,
-151973289,76362,34779,
-731178091,61238,28579,2
-1513246534,60795,40095,
1543394799,30401,89923,
844328413,87177,71690,
-446794800,97240,66783,2
-357258496,91147,87954,
1277382666,10949,26751,
1219611027,35982,77678,
331074416,82706,20375,
62354634,26122,6523,
269043481,68940,55642,
141552789,65849,38,
1711853987,58983,47405,
1183124427,20669,32178,
-552699058,26014,22778,
1444029776,66662,54201,
500582216,41688,44454,7
-106360416,84753,61923,
1803585125,82051,30231,
534872545,21297,32883,4
-1788034642,38786,98252,
1239876382,47126,88762,
-1544086026,46491,99627,
1396726430,57104,39758,2
-676243238,52985,91464,
-175126119,4863,27492,
2000272352,91086,12949,
998207409,63496,40674,7
715974462,37822,41219,2
-369104633,19002,93958,
308161304,86219,46210,
-1474649458,63668,58748,
-1582783298,33399,7927,
384730863,53228,28726,
149270275,1039,97464,
240900226,33666,25658,
1565000262,74301,166,
1817923774,18139,65866,
921348009,93751,60180,
81267420,71839,22854,
814859880,87982,60019,
-425299928,11539,22722,
-1996433105,37713,76239,
250292971,19660,20067,5
1144755147,77818,80378,
-258842732,14963,69467,
-774688882,8793,41321,
-457145676,42090,97665,
-616912632,54767,46444,
1128661920,33907,94656,
359083909,51134,26864,
57942720,40779,57875,
940200925,35345,32057,
258318487,54574,3707,
-2045716319,88857,28076,
-19154536,44878,86275,
-1708947857,94114,90163,
-1291104519,33137,31699,
-100156799,8602,45395,
215742704,15486,15967,
-253692519,44799,95309,
388155152,67540,1221,
1795089373,83038,61059,
-1898823517,26747,45102,
497459728,92292,24748,
-734596111,65931,6503,
-1487147031,16963,1299,
1404152215,87844,11580,
854989811,40614,33459,
1680695546,57402,95449,
-117257130,9683,83268,
,78026,95372,3
-1411443963,5450,93534,4
,24629,90414,
-444533065,75922,48667,3
1491157218,97633,93215,
-1209267400,50544,89878,
-1922738998,96086,96210,
1053997312,96649,18557,
1842289882,86244,21750,
,72950,61860,
-1791065325,42415,76690,
-1811471470,36223,41406,
1707225222,73850,60706,
,20574,75392,
,5068,30790,
620925072,12248,31302,4
-48683094,61049,46865,
,91915,20435,
,69041,46561,
-286724553,210,54581,
865646258,45033,48131,
-1188544341,38264,40397,
-1178520497,92147,68992,
832246424,46085,63936,
,79179,18064,
-997184448,79714,11502,
-1975483806,4392,95265,
-862458185,95410,84173,
,89791,62168,5
482134218,84702,42807,
-557235466,25514,21726,
,62,62604,
239056557,79185,9546,
,34381,98870,
,45093,21232,
,92973,8793,
894830713,12666,16818,
-1614788853,93120,97434,
-1509485487,9932,89677,
-276778199,58552,70965,
1842289882,22518,59584,
,46040,21038,3
539201119,65166,170,
57942720,36318,92405,
244060453,51844,73514,
1258148427,78027,61120,4
2135786904,1425,32693,
1934176747,21185,22299,
423995512,25654,99016,3
940227825,21686,26039,
983173018,87094,77200,
,3246,46215,
423995512,24764,4196,2
-1098909530,66265,76880,
239056557,23441,73127,
1396136008,61318,47009,
,39033,61836,
445844473,95474,73536,
239056557,58240,62170,
-2113456184,81814,17827,
1636295261,65706,49941,
,89872,25256,
-1973684417,99585,31121,
-1729672342,31746,75270,4
900472917,80247,12935,
1366096219,47252,16464,
2103297234,21844,74172,
-1729672342,31464,4984,
-455568909,60972,87883,
-660922901,14633,8820,
-1624132116,6912,51765,
